OBJECTID,GEOID_20,GROSS_ACRES,ACRES_LAND,ACRES_WATER,TRBL_STR,NAME,TRACT_NUMB,TRACT_LABEL,WATER,VILLNUMB,VILLNAME,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,COUNCIL_DIST_13,COUNCIL_DIST_24,Shape__Area,Shape__Length
4918,530330047033020,0.571104691166952,0.57106054,0,4703.3020,Block 3020,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,24877.4198303223,779.497555013617
4919,530330047033025,4.75590432391076,4.75628437,0,4703.3025,Block 3025,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,207168.021087646,3264.01811791416
4920,530330047033023,1.65959559414696,1.65980684,0,4703.3023,Block 3023,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,72292.273223877,1128.1599492624
4921,530330059011011,9.60352984660681,9.60424484,0,5901.1011,Block 1011,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,418331.433441162,3304.83833522746
4922,530330059011001,16.9846576798999,16.98552968,0,5901.1001,Block 1001,5901,59.01,0,501,Ballard-Interbay-Northend,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,739854.647979736,6417.23257628172
4923,530330059011007,3.68094639651252,3.68112886,0,5901.1007,Block 1007,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,160342.666442871,1612.56184581902
4924,530330059011006,1.66825459288878,1.66845553,0,5901.1006,Block 1006,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,72669.4607543945,1284.87376792525
4925,530330059013002,1.2656528368364,1.26567376,0,5901.3002,Block 3002,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,55132.058013916,1616.10425589469
4926,530330059011017,0.546127219781398,0.54610289,0,5901.1017,Block 1017,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,23789.3968505859,1540.76198345169
4927,530330058042003,0.495821391470608,0.4959405,0,5804.2003,Block 2003,5804,58.04,0,0,Outside Villages,12.2,12,Interbay,Interbay,7,7,21598.066192627,1298.40457452303
4928,530330058042005,1.00500386286168,1.00497758,0,5804.2005,Block 2005,5804,58.04,0,0,Outside Villages,12.2,12,Interbay,Interbay,7,7,43778.1434020996,1543.55608062109
4929,530330059021003,5.06782734463702,5.06813136,0,5902.1003,Block 1003,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,220755.442169189,2011.51713830412
4930,530330059021008,14.0930636972046,14.09365541,0,5902.1008,Block 1008,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,613896.310211182,6492.27672702405
4931,530330059021013,0.296728617096018,0.29677356,0,5902.1013,Block 1013,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,12925.5502624512,553.415851910946
4932,530330059021001,4.95179465669507,4.95199184,0,5902.1001,Block 1001,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,215701.03805542,1998.88568901702
4933,530330059011015,2.76950925210476,2.76955711,0,5901.1015,Block 1015,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,120640.30557251,1673.65074981812
4934,530330059021000,2.98272310955995,2.98280905,0,5902.1000,Block 1000,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,129927.938415527,1766.17561383528
4935,530330059021006,2.68699183294192,2.68702391,0,5902.1006,Block 1006,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,117045.832519531,1817.66486727034
4936,530330059013004,1.08808030233756,1.0882521,0,5901.3004,Block 3004,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,47396.9676208496,1006.10298750939
4937,530330059022004,3.78106151494299,3.78120654,0,5902.2004,Block 2004,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,164703.698455811,1745.71562090858
4938,530330047033014,3.64009029720999,3.64035647,0,4703.3014,Block 3014,4703,47.03,0,501,Ballard-Interbay-Northend,10.4,10,Ballard,"Ballard, West Woodland, Adams",6,6,158562.967590332,1724.46586029458
4939,530330059011018,8.40510308120405,8.40553664,0,5901.1018,Block 1018,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,366127.754730225,3163.61261049354
4940,530330059021007,3.4969925683995,3.49728246,0,5902.1007,Block 1007,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,152329.605529785,1739.53550190425
4941,530330059022002,6.95399518103695,6.95428674,0,5902.2002,Block 2002,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,302917.241699219,2834.01076891718
4942,530330059021005,6.1750657885179,6.17541058,0,5902.1005,Block 1005,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,268986.941711426,2816.3962115139
4943,530330059022005,4.59073008634058,4.59097087,0,5902.2005,Block 2005,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,199973.002441406,2108.63393699948
4944,530330059022007,2.25613909625026,2.25631923,0,5902.2007,Block 2007,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,98277.8121643066,1269.71810950213
4945,530330059012011,1.4470837504193,1.44704911,0,5901.2011,Block 2011,5901,59.01,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,63035.2203674316,1195.67565090702
4946,530330059021014,4.54711703218373,4.54748033,0,5902.1014,Block 1014,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,198073.210266113,2139.520843679
4947,530330059021015,0.484086344259146,0.48407944,0,5902.1015,Block 1015,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,21086.885559082,1704.15853328946
4948,530330059022024,2.86518721691041,2.865434,0,5902.2024,Block 2024,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,124808.054473877,1865.0488532317
4949,530330069001011,0.696512811671797,0.69659007,0,6900.1011,Block 1011,6900,69,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,30340.2194824219,897.479459970768
4950,530330059022009,1.82018488015143,1.82017824,0,5902.2009,Block 2009,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,79287.5705871582,1117.82812339464
4951,530330059022010,0.725289815769813,0.72525429,0,5902.2010,Block 2010,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,31593.7506103516,989.860099692293
4952,530330059022016,1.90619252603558,1.90641801,0,5902.2016,Block 2016,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,83034.0785522461,1164.63768846316
4953,530330059022006,3.79488315167835,3.79504444,0,5902.2006,Block 2006,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,165305.771331787,1638.44040151673
4954,530330059022014,1.5848822584319,1.58493391,0,5902.2014,Block 2014,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,69037.7473449707,1080.3372057698
4955,530330059022026,1.68048672866965,1.6805637,0,5902.2026,Block 2026,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,73202.294708252,1137.66478013174
4956,530330062002034,4.15632803070606,4.15655961,0,6200.2034,Block 2034,6200,62,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,181050.373199463,2450.75893828834
4957,530330059022013,2.39720337339548,2.39741641,0,5902.2013,Block 2013,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,104422.59664917,1347.17203671518
4958,530330059022021,1.59548476137827,1.59555945,0,5902.2021,Block 2021,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,69499.5942382813,1210.72141088606
4959,530330059022025,0.557089652156462,0.55722263,0,5902.2025,Block 2025,5902,59.02,0,0,Outside Villages,12.3,12,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",7,7,24266.9222412109,1052.54922566853
4960,530330062003013,1.27027439478619,1.27036876,0,6200.3013,Block 3013,6200,62,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,55333.3739624023,940.922591814032
4961,530330064003001,4.19893192891278,4.19906174,0,6400.3001,Block 3001,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,182906.206451416,1825.96171326004
4962,530330062003018,6.12319411804592,6.12351845,0,6200.3018,Block 3018,6200,62,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,266727.402648926,2322.05029970139
4963,530330064003003,4.33842184259221,4.33867628,0,6400.3003,Block 3003,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,188982.411407471,1845.68617001225
4964,530330064003004,4.69601263329183,4.69623777,0,6400.3004,Block 3004,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,204559.128509521,1903.93429385823
4965,530330064002001,4.61965618673709,4.6198822,0,6400.2001,Block 2001,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,201233.028442383,1885.74543515366
4966,530330064002000,4.59596680742153,4.59616009,0,6400.2000,Block 2000,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,200201.114959717,1866.18864677185
4967,530330064003002,4.44307966061322,4.44320186,0,6400.3002,Block 3002,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,193541.324188232,1860.4853531024
4968,530330064003013,4.67094831149245,4.67128012,0,6400.3013,Block 3013,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,203467.322296143,1940.35392538823
4969,530330064003016,4.23842287176255,4.2385986,0,6400.3016,Block 3016,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,184626.438842773,1805.96377719651
4970,530330062003009,1.95998207332023,1.96003988,0,6200.3009,Block 3009,6200,62,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,85377.1606445313,1282.02238207562
4971,530330062003010,2.42418766402691,2.42435089,0,6200.3010,Block 3010,6200,62,0,0,Outside Villages,7.1,7,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",3,3,105598.036987305,1518.66100303672
4972,530330064003012,4.7901614662887,4.79038492,0,6400.3012,Block 3012,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,208660.268096924,1956.96492390651
4973,530330064003017,4.15998920102369,4.16026619,0,6400.3017,Block 3017,6400,64,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,181209.854431152,1794.3997361375
4974,530330075012001,2.48829804713314,2.48835119,0,7501.2001,Block 2001,7501,75.01,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,108390.696502686,1354.94010685809
4975,530330065002010,3.3652824168403,3.36557529,0,6500.2010,Block 2010,6500,65,0,0,Outside Villages,6.3,6,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",3,3,146592.288452148,1585.79785160169
4976,530330065002016,2.35500247004002,2.35516139,0,6500.2016,Block 2016,6500,65,0,414.1,Capitol Hill,6.3,6,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",3,3,102584.317962646,1320.5082489638
4977,530330075011000,1.87583475178803,1.87602405,0,7501.1000,Block 1000,7501,75.01,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,81711.6886291504,1172.07388784931
4978,530330075011008,3.13719240673869,3.13724992,0,7501.1008,Block 1008,7501,75.01,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,136656.647857666,1480.89358044503
4979,530330065002019,3.38947768315973,3.38954451,0,6500.2019,Block 2019,6500,65,0,0,Outside Villages,6.3,6,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",3,3,147646.238433838,1590.83494428545
4980,530330075013001,2.4274639674282,2.42756326,0,7501.3001,Block 3001,7501,75.01,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,105740.753417969,1343.33380120471
4981,530330065002020,2.10564104404929,2.10583206,0,6500.2020,Block 2020,6500,65,0,414.1,Capitol Hill,6.3,6,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",3,3,91722.0907897949,1235.11550577194
4982,530330075013000,2.38304125453713,2.38308429,0,7501.3000,Block 3000,7501,75.01,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,103805.692321777,1332.75313274191
4983,530330076001006,2.22631117700994,2.22641948,0,7600.1006,Block 1006,7600,76,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,96978.5028076172,1247.09238283312
4984,530330076001008,3.1081849929488,3.10833859,0,7600.1008,Block 1008,7600,76,0,414.1,Capitol Hill,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,135393.079833984,1488.14185052641
4985,530330075013007,2.38856121253823,2.38876772,0,7501.3007,Block 3007,7501,75.01,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,104046.142547607,1336.0043341904
4986,530330075013008,1.68616359333592,1.68624712,0,7501.3008,Block 3008,7501,75.01,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,73449.5799255371,1088.99055192729
4987,530330076003004,4.25306371731572,4.25342492,0,7600.3004,Block 3004,7600,76,0,414.1,Capitol Hill,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,185264.196594238,1800.93986556158
4988,530330075013014,3.91286705324103,3.91316081,0,7501.3014,Block 3014,7501,75.01,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,170445.170593262,1656.49699932985
4989,530330075022006,3.15069257720716,3.15084071,0,7502.2006,Block 2006,7502,75.02,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,137244.71762085,1496.37526708748
4990,530330075021001,3.15211281220541,3.15232335,0,7502.1001,Block 1001,7502,75.02,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,137306.583312988,1496.75575594048
4991,530330075021003,3.15218432336876,3.15232335,0,7502.1003,Block 1003,7502,75.02,0,414.2,Pike/Pine,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,137309.698364258,1496.770399786
4992,530330075021000,3.67408455037291,3.67420991,0,7502.1000,Block 1000,7502,75.02,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,160043.763214111,1604.0650639318
4993,530330075022008,3.27607280387465,3.27612314,0,7502.2008,Block 2008,7502,75.02,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,142706.302185059,1558.74491807273
4994,530330079011004,3.14925493066341,3.14935808,0,7901.1004,Block 1004,7901,79.01,0,414.1,Capitol Hill,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,137182.093505859,1496.07773410171
4995,530330079011009,1.42525560058687,1.42530384,0,7901.1009,Block 1009,7901,79.01,0,414.1,Capitol Hill,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park",3,3,62084.3822631836,1128.14380120123
4996,530330076001009,3.20686621863436,3.20693363,0,7600.1009,Block 1009,7600,76,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,139691.651245117,1490.74136717946
4997,530330076001004,2.30128205848699,2.30129241,0,7600.1004,Block 1004,7600,76,0,131,Madison-Miller,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,100244.247467041,1269.1680577513
4998,530330076003002,3.23158821983585,3.23164417,0,7600.3002,Block 3002,7600,76,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,140768.54598999,1545.18710507447
4999,530330076003005,4.31785244352109,4.31816653,0,7600.3005,Block 3005,7600,76,0,0,Outside Villages,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,188086.404785156,1805.88202522887
5000,530330076003008,2.24670744109165,2.24692923,0,7600.3008,Block 3008,7600,76,0,414.1,Capitol Hill,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,97866.9675598145,1252.39214078414
5001,530330076001011,3.42387352607273,3.42413926,0,7600.1011,Block 1011,7600,76,0,131,Madison-Miller,6.4,6,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",3,3,149144.52734375,1555.90812148454
5002,530330101022025,4.66240748940502,4.66263143,0,10102.2025,Block 2025,10102,101.02,0,111,Columbia City,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",2,2,203095.282623291,2041.36702995893
5003,530330101013009,2.1373060973327,2.13746155,0,10101.3009,Block 3009,10101,101.01,0,111,Columbia City,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",2,2,93101.425994873,1337.48396570051
5004,530330095003039,2.49373309720922,2.49378751,0,9500.3039,Block 3039,9500,95,0,0,Outside Villages,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",2,2,108627.448226929,1411.0330068117
5005,530330075022001,3.79327986706012,3.79356181,0,7502.2001,Block 2001,7502,75.02,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,165235.931915283,1749.99278003863
5006,530330075022000,0.463924053679783,0.46406391,0,7502.2000,Block 2000,7502,75.02,0,414.1,Capitol Hill,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill",3,3,20208.6126403809,578.828274316314
5007,530330095003042,2.3797475664675,2.37987192,0,9500.3042,Block 3042,9500,95,0,0,Outside Villages,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",2,2,103662.21862793,1477.80434974946
5008,530330095003051,3.94391196538187,3.94404899,0,9500.3051,Block 3051,9500,95,0,0,Outside Villages,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",2,2,171797.492446899,2657.65760469794
